name,city,price
Cambria Simon's Town Holiday House,Cape Town,3300
"Private room, own shower-bathroom in our home",Cape Town,378
DREAMCATCHER - HOUT BAY,Cape Town,1203
Cape Town - Noordhoek Tipi accom,Cape Town,196
MUIZENBERG VILLAGE SPACIOUS SELF-CATERING HIDEAWAY,Cape Town,308
Tranquility Base Luxury Guest House,MELKBOS,6992
Schön und sichere Wohnung im City 2,Cape Town,1580
Charming and spacious double room,Cape Town,965
33 South Backpackers,Cape Town,210
In Retro meets Table Mountain,Cape Town,2238
Cape Tow  La Louise courtesycar/pool /jacuzzi,Cape Town,3007
Room in Fabulous Sea Point flat,Cape Town,503
Cape Town  Manhattan Penthouse open air Jacuzzi,Cape Town,1944
Cape Town Manhattan luxury Studio  with Jacuzzi,Cape Town,699
"2 De Lorentz Street, Gardens",Cape Town,1203
The Vagabond Guest House,Cape Town,1398
Between 2 Oceans flatlet,Cape Town,503
Amazing view with security.,Cape Town,839
da House-luxury family apartment. Water guaranteed,Cape Town,2881
Comrie Villa,Cape Town,5999
Prime sea facing Bantry Bay for 3,Cape Town,1678
One Bedroom Penthouse Apartment,Cape Town,993
Spacious modern apartment - best view in town,Cape Town,881
"Luxurious, huge one bed apartment",Cape Town,1356
Villa Ondine: Cape Town Beach House,Cape Town,4000
Beautifully Stylish Victorian House,Cape Town,3468
Lemon Tree Cottage,Cape Town,1315
Magic Camps Bay Suite 2,Cape Town,1301
ST JAMES Cape Town Exquisite Space Unique Position,Cape Town,1804
Private Home in the heart of Woodstock,Cape Town,769
CITY CNTR HISTORIC COTTAGE EXPLORE LOCAL LIFE4+2,Cape Town,1105
Garden Room,Cape Town,993
Studio Apartment with Fantastic View,Cape Town,811
Double Room in Modern Cottage (#1),Cape Town,350
"Sea Point flat, central under Lion's Head",Cape Town,685
❤️ Flatlet in the Heart ❤️of Green Point,"Green Point, Cape Town",853
Little Lemon Tree Room,Cape Town,853
Home from Home,Cape Town,2503
Little Lemon Tree Room 2,Cape Town,965
Riversong Guest House - 4 Star,Cape Town,2000
Privatzimmer in Haus in Blouberg,Cape Town,601
One-Bedroom Apartment in Sea Point,Cape Town,643
A people's place for friendly folks,Khayelitsha,517
Centrally located Bed & Breakfast,Cape Town,951
Villa On The Bay luxury villa. 1 min from beach.,Cape Town,5999
Cosy Kids room in House of Joy,Cape Town,196
Sea-view cabin on mountain in Scarborough,Scarborough,1804
Boutique award-winning home,Cape Town,7342
"Tranquil,light & spacious 2 bed apartment",Cape Town,755
"Large, Light , Modern ,Sea view modern apartment",Cape Town,1846
Fantastic view of Cape Town CBD,Cape Town,853
Fairview Flatlet,"Rosebank, Cape Town",643
Ultimate Luxury - Waterfront Marina,Cape Town,5132
Spacious Luxury in Camps Bay,Cape Town,36486
Beautiful Victorian house close to UCT,Cape Town,797
Large family home on the Lake.,Marina Da Gama,1748
CAMPS BAY STUDIO 1 Seaviews Luxury,Cape Town,1105
"Studio Comrie; Modern, fresh, views, secure, yours",Cape Town,1105
Stunning  House on the Lake .,Cape Town,1329
Llandudno Loft,Cape Town,1007
Come home to Mother nature,Cape Town,1203
"Central Private Secure with pool, garden, parking",Cape Town,461
One bedroom sunny Cape Town Apartment,Cape Town,448
"View Table Mountain from a Modern, Stylish pad",Cape Town,1356
"Ideal location,  Stunning apartment in Cape Town",Cape Town,797
Lovely family home in Somerset West,Cape Town,1007
Klipview Loft - Scarborough,Cape Town,839
Holiday Home-Pool&Seaview,Western Cape,2321
Camps Bay home sleeps 10,Cape Town,7006
One on One High Level road Luxury Apartment Cape T,Cape Town,2000
Modern well equipped family home.,Cape Town,3007
Spectacularly luxury design villa,Cape Town,9328
Modern 2 bedroomed Unit .Very private and secure,Cape Town,503
On the beach - Bloubergstrand,Cape Town,1203
CAMPS BAY RONTREE HOUSE Breathtaking views,Cape Town,7286
Woodlands Guest House Somerset West,Cape Town,741
Quaint Bachelor Flat in CBD,Cape Town,699
MAN AND TREE HOUSE 3 (STUDIO),Cape Town,895
"Beach flat : Pool, Sun Deck, Wi-fi",Cape Town,699
City Living,Cape Town,1804
Modern up-market Clifton apartment,Cape Town,1650
Urbane Neighborhood Apartment,Cape Town,1664
Ocean View Suite in Guesthouse,Cape Town,1203
"Separate Apartment, on Mountainside",Cape Town,643
Mountain View Suite in Guesthouse,Cape Town,895
Helderberg Holiday Apartment,Cape Town,3007
Muizenberg (Cape Town) village home (2),Cape Town,252
Muizenberg (Cape Town) village home (3),Cape Town,224
"Camps Bay House with Views, Pool and Garden",Cape Town,6503
Stunning Cape Town Views from a City Center Penthouse,Cape Town,1049
APARTMENT ON CONSTANTIA WINE ROUTE,Cape Town,895
Chelsea Victorian with a Leafy Poolside Patio,Cape Town,2000
"Higgovale, Cape Town, St Johns Private Estate!",Cape Town,9104
Gorgeous views in a central location,Cape Town,1706
Southern Oaks Garden Apartment,Cape Town,769
Blissful Beautiful Cape Town,Cape Town,1273
Perfect Holiday Home,Cape Town,4000
2 Bedroom House in Observatory,Cape Town,1007
Just a (lovely) Room in the City Centre,Cape Town,503
Stunning house in Devil's Peak,Cape Town,2000
WHALEWATCHER,Cape Town,1245
Stylish & Cozy with Pool and Parking - Green Point,Cape Town,1231
Central & safe 1BD w/ amazing views,Cape Town,895
Luxury Garden Cottage,Cape Town,1105
View Table Mountain from a Stylish Industrial Loft,Cape Town,1496
Darling Villa  is spacious stylish,Cape Town,3216
Top Floor Hideaway,Cape Town,699
Wind-free studio in Camps Bay,Cape Town,1594
Luxury Living with Panoramic Views of Chapman's Peak,Cape Town,3678
Beach living with Table Mountain,Cape Town,951
Countryside in the city.,Cape Town,601
Large house - best loc - Sea Views,Cape Town,39003
Tom's Cabin,Cape Town,1748
Afribode Stella - stylish 2-bedroom in Mutual 111,Cape Town,1454
Private room in shared house (2 others),Cape Town,308
17 Woodford Avenue,Cape Town,4000
Gogo Aloisia Sturm-honeymoon suite,Cape Town,895
Fantastic Views from Apartment with Private Pool,Cape Town,1203
Fish Hoek Bed and Breakfast,Cape Town,1203
Fish Hoek Bed and Breakfast,Cape Town,895
City Penthouse in Central Cape Town,Cape Town,1818
Country life close to all amenities,Cape Town,448
Cape Town City  Luxury Cottage,Cape Town,2447
'Cape Vac 1' Studio in Green Point,Cape Town,643
The Mountain House,Cape Town,811
"Rockpool 1208,Cape Town,mountain and sea views!",Cape Town,993
Well situtated stylish guest house,Cape Town,1454
Kloof Street Comfort,Cape Town,2503
Beautiful house in Bo Kaap with roof terrace,Cape Town,406
Villa D'Algarve,Cape Town,1804
Cute garden flat in the best part of the city,Cape Town,1133
Fully equipped house,Cape Town,1496
MAN AND TREE HOUSE 4 (STUDIO),Cape Town,1063
Beautiful 3 Bedroom Vredehoek Home,Cape Town,3496
Private Room,Cape Town,448
CAPE TOWN   Zimmer in Vredehoek,Cape Town,629
Flat in a golf estate on the beach,Cape Town,1580
Family home near the ocean,Cape Town,1734
Breath-taking Views from Apartment near Table Mountain,Cape Town,2447
Sundance Holiday Apartment,Cape Town,1804
Swiss B&B Guest House in Kapstadt,Cape Town,1105
"Beach house, light, airy, secure",Cape Town,951
Self Catering Studio Cottage,Cape Town,545
sleep a night or 2 with Penguins,Simon's Town,1301
Room in a three bedroom townhouse,Cape Town,448
Modern Guest Cottage on Ocean View,Cape Town,1007
Exquisite Apartment in Sea Point,Cape Town,1217
Quirky Rosebank Studio with Rooftop Deck,Cape Town,364
Belrick house,Cape Town,601
Clifton First Clifton Cape Town,Cape Town,3496
"Exclusive townhouse,  stunning view",Cape Town,1860
Weaver Place Private Apartment - Blouberg,Cape Town,727
A Comfortable Room In Our Home,Cape Town,252
"Single SELF CHECK IN Budget Room Shared BR , Wifi.",Cape Town,308
Garden Suite at Cap Serein,Cape Town,1650
Batchelor studio apartment,Cape Town,545
"Wellspring barn,  garden suites",Cape Town,881
Villa with spectacular sea views,Cape Town,3496
Balau Studio @ 5 Pelican Place,Cape Town,755
"Family Villa in windfree Fresnaye, Sea Point, Cape",Cape Town,10488
Willow Way self catering cottage,Cape Town,699
5 PELICAN At The Beach,Cape Town,1804
Restfull in the Cape,Cape Town,895
Stylish Top Floor Apartment minutes from Cape Town,Cape Town,503
Cosy garden flat close to the beach,Cape Town,406
Beautiful and Central Apartment,Cape Town,378
Central secure upstairs room in Villa & wifi,Cape Town,378
Glen Beach Villa One with Exceptional Ocean and Mountain Views,Cape Town,5496
Private Sea View Cape Royale Penthouse by Elite Residences,Cape Town,6992
Central secure room in Villa & wifi,Cape Town,378
Beach Paradise Holiday Home,"Kommetjie, Cape Town",3776
City Centre Stylish Apartment,Cape Town,406
Come Stay at the Hideaway,Glencairn,755
Contemporary Farmhouse with Garden and Pool,Cape Town,2503
Atholl Villa Camps Bay panoramic sea views,Cape Town,5999
Deauville Place Sea Point,Cape Town,1105
Spacious bright 1BDR in the city,Cape Town,951
Bay Beach Villa.,Cape Town,7496
Treetops: Self Catering Suite,Cape Town,643
Goldeneye – light & relaxing,Cape Town,1105
Centraly located in Green Point,Cape Town,545
Thatched family character home,Cape Town,1007
Large Family Home in Kenilworth,Cape Town,13998
Summit Place Mountain Terrace,Cape Town,2182
Whalers Cottage - Kalk Bay,Cape Town,1301
"10 Finchley Rd, Camps Bay",Cape Town,3496
Studio Cabana,Cape Town,853
Bosun's Cottage,Cape Town,1398
Captains Cottage,Cape Town,1594
Victorian House  Green Point Eco Park,Cape Town,4503
60 on Hely Camps Bay villa with ocean view,Cape Town,9006
Light & bright Fresnaye Apartment,Cape Town,1007
"CHARACTER-HOME, BEAUTIFUL SETTING",Cape Town,643
Beachfront apartment,Cape Town,1105
"Everview Garden, 10min from beach",Cape Town,3930
"Breezy Apartment Close to Camps Bay Beach, Everview Bungalow",Cape Town,5999
"Watch the Waves from a Bright, Stylish Coastal Studio",Cape Town,2098
Sunny big room sleeps four,Cape Town,1398
Large cosy flat in Greenpoint - baby friendly,Cape Town,699
Everview Suite,Cape Town,9999
Camps Bay Seaside Apartment-Best Position & Rates,Cape Town,2056
* 6  MONTH RENTAL LARGE CONTEMPORARY FAMILY HOME*,Cape Town,3077
Signal Hill Lodge - Double Room,Cape Town,685
Summit Place Grand Terrace,Cape Town,1063
Summit Place Terrace Suite,Cape Town,1063
Summit Place Garden Cottage,Cape Town,1650
Summit Place Garden Studio,Cape Town,1063
Summit Place Poolside Double,Cape Town,1063
214@junction,Cape Town,853
Cape Town -  Two- Bedrm - Loft-Aprtmt (Self-Cat),Cape Town,601
Bedroom in cute cottage,Cape Town,406
Bedroom in cute cottage (2),Cape Town,406
"Apartment at the Aloha Lodge, Milnerton",Cape Town,699
Mountianview Guesthouse,Cape Town,1860
Bo Kaap Garden Flat 3,Cape Town,797
JACUZZI w/ Table Mountain+City Views & LTE WIFI :),Cape Town,797
Fort Vic- Simon's Town,Cape Town,2014
Pingus House with Private Pool & Garden,Cape Town,2503
Urban Escape at GreenMarket Square,Cape Town,699
Historisches Stadthaus,Cape Town,2377
Gorgeous Tamboerskloof holiday home,Cape Town,4601
Welcome to Sea Fever,Cape Town,853
Standard Room Double room,Cape Town,1105
Villa FortyFive Camps Bay,Cape Town,12167
"Accommodation in Cape Town, Bo Kaap",Cape Town,979
Beachfront flat with best sea views,Gordons bay,853
Family home 400m from the beach,Cape Town,9999
Bayview Cottage,Cape Town,2377
Hout Bay Beach Cottage,Cape Town,2503
Sunny Apartment Close to Convention Centre,Cape Town,1496
A Luxury Dream Escape in Cape Town,Cape Town,4265
Cape Town - Two- Bedrm - Loft Aprtmt (Self-Cat),Cape Town,601
Cape Town - Spacious Apartment -,Cape Town,2000
Cape beach house right on the beach,Cape Town,3482
"Location, location",Cape Town,1356
"Cape Beach House, extra room 100 m from the beach",Cape Town,545
Your Happy Place in Bo Kaap 2 - Blue Room,Cape Town,517
African Beach Villa,Cape Town,1762
Simon's Town cottage near beach,Cape Town,895
"# CT Holiday Apt, Kloof Street, Cape Town",Cape Town,1370
Boerfontein Table Mountain View Apartment,paarl,755
Gay friendly Guest Suite II in central Cape Town,Cape Town,713
Braemar Villa,Cape Town,1203
Central B&B room w views for 3- R2,Cape Town,1398
"Cosy, seaside romantic nest",Cape Town,755
The heart of it all; in Green Point,"Cape Town, Green Point",1552
Studio Cabana 2,Cape Town,853
CapClassique Manor,Cape Town,3202
Summer entertainment at its best!,Cape Town,3496
Spacious Cape Town Family Home in Garden Oasis,Cape Town,1035
Sunny 2 bedroom with mountain views,Cape Town,1203
Cute cottage in quiet cul-de-sac,Cape Town,797
Gorgeous historic beach house in secret garden,Cape Town,5384
"2bed: modern,central,secure + pool",Cape Town,797
"Sunny sanctuary in Rondebosch, cute cat & tortoise",Cape Town,503
"Peaceful, Private & Secure Hout Bay",Cape Town,727
Nature lovers dream,Simonstown Cape Town,1846
Charming cottage in nature,"Someset West, Cape Town",1510
Stunning Art-Deco Apartment,Cape Town,1594
★ BEACH ROAD - MOUILLE POINT★,Cape Town,587
Cosy Top Floor Apartment with Great Views,Cape Town,699
FLAWLESS COTTAGE,"Noordhoek, Cape Town",1133
Beacon's View Luxury Sea-view Apartment-Kalk Bay,Cape Town,895
"Modern, Spacious Loft Apartment",Cape Town,895
Private Flat-let off home,Cape Town,545
Classic Cape beach villa,Cape Town,5034
"Cape Town: Luxury, Central & Views","Milnerton, Cape Town",1398
Dolphin Self-Catering near to beach,Cape Town,489
The Beachroom Cape Town -  only 50 m from beach,Cape Town,699
Beautifully modernised Victorian,Cape Town,1678
Mountains and city views,Cape Town,853
Serenity of Llandudno: 2 bedroom apartment,Cape Town,2503
Tales of Whales Cottage - Muizenberg,Cape Town,2545
Large 3 Bedroom Apartment,Cape Town,3077
1920s Cape Town beach cottage,Cape Town,825
At Sea Scapes,Cape Town,2503
Apartment with private garden centrally located,Cape Town,699
Room with Fireplace in House of Joy,Cape Town,266
Elegant Apartment with Views of Table Mountain,Cape Town,1356
"Distinctive, Modern Cottage with Terrace Pool",Cape Town,2741
Cape Town Welcomes You,Cape Town,1804
Modern luxurious sea view apartment,Camps Bay,1902
Ocean Paradise Retreat on Glen Beach,Cape Town,11006
City Centre Architectural Icon,Cape Town,1077
"Romantic, Stone House with Ocean Views",Cape Town,1706
Cool penthouse in Camps Bay,Cape Town,1007
Appartement Seaspray's Seafront,Tableview,1021
Unique Designer Comfort + Location,Cape Town,1748
Sisero Accommodation & Travel,Cape Town,797
Charming En Suite Bedroom & Balcony,Cape Town,545
Spacious garden unit perfect for a family holiday,Cape Town,2503
Central Sophisticated Comfort,Cape Town,2503
A2OceanView Self-Catering Guest House,Cape Town,5006
An apartment with views.,Cape Town,503
Homely Apartment with Table Mountain View,Cape Town,1594
The A Frame - a house on a lake,Cape Town,755
"Room available to rent, Blaauwberg",Cape Town,1007
MAIN HOUSE - (Studio A). CAMPSBAYGLEN Near beach,Cape Town,1426
CAMPSBAYGLEN -GARDEN STUDIO ( B ),Cape Town,545
Beautiful Victorian house with pool,Cape Town,2293
Cape Town Welcomes You,Cape Town,2196
Designer home with 180 degree ocean views,Cape Town,1496
Best position with waterfront views,Cape Town,1161
Ideal secure & convenient 1bed apartment Newlands,Cape Town,1007
modern cottage with beach views,Camps bay,1804
Fusion Luxury Villa Camps Bay,Cape Town,6111
Opposite Camps Bay Beach,Cape Town,2154
En Suite Basement Single Room 3 Wifi Self Check In,Cape Town,308
Fabulous Fish Hoek!   Sea View Villa,Cape Town,1189
Home in the heart of Green Point.,Cape Town,951
Modern City Home below Table Mount,Cape Town,657
Bishop's View - Modern Villa in Kalk Bay,Cape Town,2755
"SELF CHECK IN, Twin En Suite Room 4, Fibre wifi",Cape Town,392
Huff Post recommended!,Cape Town,3496
Devil's Peak Views Apartment,Cape Town,1007
Trendy Kloof Street 2 bed Apartment,Cape Town,1496
Beautiful Art Deco Apartment in CBD,Cape Town,797
Captivating 180-Degree Sea Views from a Hillside Villa,Cape Town,2797
"Beachhouse, Noordhoek, Cape Town",Cape Town,5692
"Cozy, centrally located BnB-R3",Cape Town,839
Carpe Diem - need we say more,Cape Town,5999
Delightful 2 Bedroom Apartment,Cape Town,1384
ocean12_beach apartment_TableView,Cape Town,1972
Perfect private guest suite,Cape Town,1105
ocean12_beach apartment_DownWind,Cape Town,1818
ocean12_beach apartment_LightHouse,Cape Town,2447
ocean12_beach apartment_UpWind,Cape Town,1343
Large self catering studio with magnificent view,Cape Town,895
Exclusive Beach Retreat,Cape Town,3496
Cosy 2 bedrooms Hout Bay cottage,Cape Town,2293
Sunset Decks Guesthouse,Cape Town,1203
Dream home in Wind-Free Fresnaye,Cape Town,5999
Upmarket 1br apartments: Cape Town,Cape Town,1356
Snug single room with shared guest toilet/shower,Cape Town,252
Victorian cottage,Cape Town,294
Fabulous Modern Beachfront Escape,Cape Town,1007
Campsbayglen Riverside Studio (STUDIO C),Cape Town,643
Spacious room with lovely views,Cape Town,685
(3) Beachfront views of Table Mountain,Kaapstad,643
Sunny Central Apartment,Cape Town,448
"Rose Cottage, Constantia",Cape Town,1049
A Place in Thyme cottage self-catering,Fish Hoek,1356
Cape Town - Amazing Views!,Cape Town,1804
Afribode Georgina’s Loft - Mutual 414,Cape Town,1105
Brenwin Guest House - Standard Room,Cape Town,1063
Goblins Mead1- Double ensuite,Cape Town,895
Apartment with views and pool,Cape Town,2098
Afribode Cape Town Heights 910 - What a View!,Cape Town,1301
Afribode Odyssey 207 stylish Cape Town 1-bedroom,Cape Town,1398
Knightsbridge Luxury Apartment,Cape Town,1664
Plumtree Cottage,Cape Town,2196
2 Bedroom Fully Furnished Penthouse Apartment,Cape Town,727
Family Home in Upper Constantia close to Greenbelt,Cape Town,9999
Two-bed apartment in Cape Town city,Cape Town,1552
Strand Two Bedroom Apartment,Cape Town,1748
"Quaint, Airy Apartment with Garden Dining",Cape Town,951
Luxury Home / Villa for rent (limited period only),Cape Town,7691
